Latitude,Longitude,label,sample_type,source,avg_annual_rainfall_mm,rainfall_source,elevation_m,slope_degrees,terrain_source,clay_g_per_kg,sand_g_per_kg,silt_g_per_kg,clay_percent,sand_percent,silt_percent,soil_texture_class,soil_source
24.56577538814973,92.90903883681652,0,background_candidate,sampled background candidate,2553.436279296875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),64.0,2.3701125040185773,NASA SRTMGL1 V003 (~30 m),259.0,358.0,384.0,25.9,35.8,38.4,loam,ISRIC SoilGrids 0-5 cm mean
23.940106,92.680592,1,known_landslide,GSI field-validated inventory,2718.95166015625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),254.0,29.784890483004556,NASA SRTMGL1 V003 (~30 m),298.0,330.0,372.0,29.8,33.0,37.2,loam,ISRIC SoilGrids 0-5 cm mean
22.936505647889533,92.6581597124054,0,background_candidate,sampled background candidate,2629.997802734375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),115.0,8.412514872725701,NASA SRTMGL1 V003 (~30 m),267.0,326.0,407.0,26.7,32.6,40.7,loam,ISRIC SoilGrids 0-5 cm mean
23.545,92.7025,1,known_landslide,GSI field-validated inventory,2441.229736328125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),805.0,26.477069223561443,NASA SRTMGL1 V003 (~30 m),308.0,306.0,386.0,30.8,30.6,38.6,loam,ISRIC SoilGrids 0-5 cm mean
23.264545659704083,92.5926099992741,0,background_candidate,sampled background candidate,2739.24169921875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),505.0,18.50484689892936,NASA SRTMGL1 V003 (~30 m),298.0,320.0,382.0,29.8,32.0,38.2,loam,ISRIC SoilGrids 0-5 cm mean
24.40436771441993,93.29862288237612,0,background_candidate,sampled background candidate,2347.889892578125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),397.0,18.82220347808842,NASA SRTMGL1 V003 (~30 m),316.0,259.0,425.0,31.6,25.9,42.5,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
22.29,93.08,1,known_landslide,GSI field-validated inventory,2076.049560546875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),954.0,27.03655838777789,NASA SRTMGL1 V003 (~30 m),319.0,340.0,342.0,31.9,34.0,34.2,loam,ISRIC SoilGrids 0-5 cm mean
23.70055556,92.87555556,1,known_landslide,GSI field-validated inventory,2406.4970703125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),464.0,25.71393797355048,NASA SRTMGL1 V003 (~30 m),289.0,233.0,478.0,28.9,23.3,47.8,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
24.35505551579436,92.55850599061434,0,background_candidate,sampled background candidate,2962.76318359375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),83.0,6.03521252952516,NASA SRTMGL1 V003 (~30 m),293.0,346.0,362.0,29.3,34.6,36.2,loam,ISRIC SoilGrids 0-5 cm mean
24.662910863618883,93.13951336424148,0,background_candidate,sampled background candidate,2415.015625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),46.0,23.706141937278318,NASA SRTMGL1 V003 (~30 m),0.0,0.0,0.0,0.0,0.0,0.0,,ISRIC SoilGrids 0-5 cm mean
23.138981,93.288852,1,known_landslide,GSI field-validated inventory,1853.501953125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1435.0,31.08511917128777,NASA SRTMGL1 V003 (~30 m),332.0,300.0,368.0,33.2,30.0,36.8,loam,ISRIC SoilGrids 0-5 cm mean
23.76972222,92.76,1,known_landslide,GSI field-validated inventory,2527.7216796875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1166.0,42.47716937600802,NASA SRTMGL1 V003 (~30 m),288.0,295.0,417.0,28.8,29.5,41.7,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.61861111,92.72611111,1,known_landslide,GSI field-validated inventory,2461.109619140625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),793.0,28.43345327790277,NASA SRTMGL1 V003 (~30 m),286.0,281.0,433.0,28.6,28.1,43.3,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.33347444344789,92.55702413523522,0,background_candidate,sampled background candidate,2712.83447265625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),339.0,29.090978107097204,NASA SRTMGL1 V003 (~30 m),270.0,330.0,400.0,27.0,33.0,40.0,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
24.15079870398161,92.45515727618232,0,background_candidate,sampled background candidate,2830.92333984375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),64.0,1.920466517554939,NASA SRTMGL1 V003 (~30 m),287.0,355.0,358.0,28.7,35.5,35.8,loam,ISRIC SoilGrids 0-5 cm mean
22.865692,92.825745,1,known_landslide,GSI field-validated inventory,2414.237548828125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1014.0,19.95700028804844,NASA SRTMGL1 V003 (~30 m),301.0,357.0,342.0,30.1,35.7,34.2,loam,ISRIC SoilGrids 0-5 cm mean
22.803709,92.815636,1,known_landslide,GSI field-validated inventory,2414.237548828125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),835.0,34.77192575548111,NASA SRTMGL1 V003 (~30 m),302.0,390.0,308.0,30.2,39.0,30.8,loam,ISRIC SoilGrids 0-5 cm mean
24.193290363644227,93.15396224202148,0,background_candidate,sampled background candidate,2251.892822265625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),425.0,19.74914049183895,NASA SRTMGL1 V003 (~30 m),330.0,237.0,433.0,33.0,23.7,43.3,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.46777778,92.74111111,1,known_landslide,GSI field-validated inventory,2450.9423828125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1328.0,54.32976770893324,NASA SRTMGL1 V003 (~30 m),340.0,310.0,351.0,34.0,31.0,35.1,loam,ISRIC SoilGrids 0-5 cm mean
23.504006,92.699247,1,known_landslide,GSI field-validated inventory,2557.5048828125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),868.0,33.72555897644768,NASA SRTMGL1 V003 (~30 m),315.0,303.0,382.0,31.5,30.3,38.2,loam,ISRIC SoilGrids 0-5 cm mean
23.448278,93.207472,1,known_landslide,GSI field-validated inventory,1819.524169921875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1382.0,24.452442529768817,NASA SRTMGL1 V003 (~30 m),340.0,253.0,406.0,34.0,25.3,40.6,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
22.24311008733992,92.8655403873798,0,background_candidate,sampled background candidate,2613.449462890625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),242.0,16.030524130337103,NASA SRTMGL1 V003 (~30 m),299.0,360.0,342.0,29.9,36.0,34.2,loam,ISRIC SoilGrids 0-5 cm mean
24.20454572417533,92.51385907545296,0,background_candidate,sampled background candidate,2902.393798828125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),57.0,14.78227364173942,NASA SRTMGL1 V003 (~30 m),280.0,368.0,352.0,28.0,36.8,35.2,loam,ISRIC SoilGrids 0-5 cm mean
23.59055556,92.71611111,1,known_landslide,GSI field-validated inventory,2441.229736328125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),774.0,31.901727487700768,NASA SRTMGL1 V003 (~30 m),274.0,297.0,429.0,27.4,29.7,42.9,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.76944444,92.73583333,1,known_landslide,GSI field-validated inventory,2527.7216796875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1255.0,35.289514718935706,NASA SRTMGL1 V003 (~30 m),0.0,0.0,0.0,0.0,0.0,0.0,,ISRIC SoilGrids 0-5 cm mean
23.097,92.696358,1,known_landslide,GSI field-validated inventory,2669.40185546875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),927.0,23.199387156070117,NASA SRTMGL1 V003 (~30 m),302.0,355.0,343.0,30.2,35.5,34.3,loam,ISRIC SoilGrids 0-5 cm mean
22.73350584258604,92.73700285076704,0,background_candidate,sampled background candidate,2526.757568359375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),442.0,20.41752681317497,NASA SRTMGL1 V003 (~30 m),298.0,358.0,343.0,29.8,35.8,34.3,loam,ISRIC SoilGrids 0-5 cm mean
23.254946,92.634239,1,known_landslide,GSI field-validated inventory,2621.7939453125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),802.0,24.68462203242613,NASA SRTMGL1 V003 (~30 m),325.0,327.0,348.0,32.5,32.7,34.8,loam,ISRIC SoilGrids 0-5 cm mean
23.426913476240838,93.2959170573352,0,background_candidate,sampled background candidate,1819.524169921875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),951.0,39.85368429130576,NASA SRTMGL1 V003 (~30 m),311.0,223.0,465.0,31.1,22.3,46.5,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
24.39835172242917,93.36714053538115,0,background_candidate,sampled background candidate,2164.5859375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),382.0,25.179345636692293,NASA SRTMGL1 V003 (~30 m),309.0,260.0,430.0,30.9,26.0,43.0,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.54833333,92.71083333,1,known_landslide,GSI field-validated inventory,2441.229736328125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),959.0,22.31035366733529,NASA SRTMGL1 V003 (~30 m),303.0,310.0,387.0,30.3,31.0,38.7,loam,ISRIC SoilGrids 0-5 cm mean
23.271781,92.637703,1,known_landslide,GSI field-validated inventory,2621.7939453125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),584.0,31.343415002637546,NASA SRTMGL1 V003 (~30 m),288.0,335.0,377.0,28.8,33.5,37.7,loam,ISRIC SoilGrids 0-5 cm mean
23.132035,92.745362,1,known_landslide,GSI field-validated inventory,2546.24560546875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),818.0,30.60048125216132,NASA SRTMGL1 V003 (~30 m),322.0,340.0,338.0,32.2,34.0,33.8,loam,ISRIC SoilGrids 0-5 cm mean
23.930920466233992,92.8245399591602,0,background_candidate,sampled background candidate,2490.2333984375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),208.0,22.19040929801149,NASA SRTMGL1 V003 (~30 m),271.0,297.0,432.0,27.1,29.7,43.2,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.732867,92.825842,1,known_landslide,GSI field-validated inventory,2406.4970703125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),526.0,29.212104701461712,NASA SRTMGL1 V003 (~30 m),312.0,266.0,422.0,31.2,26.6,42.2,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
24.255752627129837,92.73518847079797,0,background_candidate,sampled background candidate,2767.64208984375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),131.0,18.4000394513842,NASA SRTMGL1 V003 (~30 m),266.0,310.0,424.0,26.6,31.0,42.4,loam,ISRIC SoilGrids 0-5 cm mean
23.342953070479524,92.99305948481684,0,background_candidate,sampled background candidate,2272.594482421875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),976.0,24.431521810999143,NASA SRTMGL1 V003 (~30 m),298.0,296.0,406.0,29.8,29.6,40.6,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
22.77499699404836,93.26299697005388,0,background_candidate,sampled background candidate,1805.34521484375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1326.0,18.307244387049693,NASA SRTMGL1 V003 (~30 m),313.0,296.0,392.0,31.3,29.6,39.2,loam,ISRIC SoilGrids 0-5 cm mean
22.28606821408381,92.84900614661407,0,background_candidate,sampled background candidate,2613.449462890625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),234.0,28.89531593380016,NASA SRTMGL1 V003 (~30 m),264.0,359.0,377.0,26.4,35.9,37.7,loam,ISRIC SoilGrids 0-5 cm mean
23.694167373853343,92.93549004484473,0,background_candidate,sampled background candidate,2253.85107421875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),872.0,8.056853912521703,NASA SRTMGL1 V003 (~30 m),341.0,239.0,420.0,34.1,23.9,42.0,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
22.578396375206346,93.16609711782772,0,background_candidate,sampled background candidate,1885.6021728515625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1090.0,11.18578235078328,NASA SRTMGL1 V003 (~30 m),317.0,294.0,390.0,31.7,29.4,39.0,loam,ISRIC SoilGrids 0-5 cm mean
23.881639,93.234642,1,known_landslide,GSI field-validated inventory,1971.1329345703125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1272.0,28.437750476510526,NASA SRTMGL1 V003 (~30 m),325.0,258.0,417.0,32.5,25.8,41.7,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
22.730704228428543,92.86699644724314,0,background_candidate,sampled background candidate,2420.320556640625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),566.0,15.976054127881936,NASA SRTMGL1 V003 (~30 m),299.0,312.0,389.0,29.9,31.2,38.9,loam,ISRIC SoilGrids 0-5 cm mean
23.45221664735366,92.9672888515405,0,background_candidate,sampled background candidate,2238.797607421875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1324.0,21.282413070569937,NASA SRTMGL1 V003 (~30 m),307.0,274.0,419.0,30.7,27.4,41.9,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
22.86415781972193,93.26998479063953,0,background_candidate,sampled background candidate,1787.674560546875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1120.0,24.317708950080103,NASA SRTMGL1 V003 (~30 m),313.0,288.0,399.0,31.3,28.8,39.9,loam,ISRIC SoilGrids 0-5 cm mean
22.34,92.74,1,known_landslide,GSI field-validated inventory,2704.36865234375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),179.0,18.436512880017585,NASA SRTMGL1 V003 (~30 m),259.0,385.0,356.0,25.9,38.5,35.6,loam,ISRIC SoilGrids 0-5 cm mean
23.44608,92.861819,1,known_landslide,GSI field-validated inventory,2358.08935546875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),784.0,22.29921087389684,NASA SRTMGL1 V003 (~30 m),320.0,264.0,416.0,32.0,26.4,41.6,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.200283468388346,93.37356252155718,0,background_candidate,sampled background candidate,1753.8743896484375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),644.0,33.91179890569021,NASA SRTMGL1 V003 (~30 m),337.0,311.0,352.0,33.7,31.1,35.2,loam,ISRIC SoilGrids 0-5 cm mean
23.204981,92.534603,1,known_landslide,GSI field-validated inventory,2739.24169921875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),776.0,8.137025456035014,NASA SRTMGL1 V003 (~30 m),328.0,345.0,327.0,32.8,34.5,32.7,loam,ISRIC SoilGrids 0-5 cm mean
23.846786,92.655892,1,known_landslide,GSI field-validated inventory,2689.406494140625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),75.0,34.86451359915626,NASA SRTMGL1 V003 (~30 m),252.0,286.0,462.0,25.2,28.6,46.2,loam,ISRIC SoilGrids 0-5 cm mean
23.447015,92.866917,1,known_landslide,GSI field-validated inventory,2358.08935546875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),914.0,11.202109822862631,NASA SRTMGL1 V003 (~30 m),328.0,277.0,395.0,32.8,27.7,39.5,loam,ISRIC SoilGrids 0-5 cm mean
24.20756830801145,92.3572369246372,0,background_candidate,sampled background candidate,2848.20556640625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),68.0,3.481123349607402,NASA SRTMGL1 V003 (~30 m),298.0,372.0,330.0,29.8,37.2,33.0,loam,ISRIC SoilGrids 0-5 cm mean
22.872849,92.748711,1,known_landslide,GSI field-validated inventory,2522.580810546875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1008.0,38.99931427232044,NASA SRTMGL1 V003 (~30 m),323.0,402.0,275.0,32.3,40.2,27.5,loam,ISRIC SoilGrids 0-5 cm mean
24.49557516418231,92.9643258332029,0,background_candidate,sampled background candidate,2682.675048828125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),58.0,23.873643626128366,NASA SRTMGL1 V003 (~30 m),257.0,333.0,410.0,25.7,33.3,41.0,loam,ISRIC SoilGrids 0-5 cm mean
24.036336,92.770846,1,known_landslide,GSI field-validated inventory,2673.909423828125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),945.0,31.671838867821,NASA SRTMGL1 V003 (~30 m),325.0,283.0,392.0,32.5,28.3,39.2,loam,ISRIC SoilGrids 0-5 cm mean
22.884092,92.736252,1,known_landslide,GSI field-validated inventory,2522.580810546875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),854.0,32.51144354325468,NASA SRTMGL1 V003 (~30 m),333.0,382.0,284.0,33.3,38.2,28.4,loam,ISRIC SoilGrids 0-5 cm mean
23.885279,93.207726,1,known_landslide,GSI field-validated inventory,1971.1329345703125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1096.0,22.51401466218692,NASA SRTMGL1 V003 (~30 m),303.0,242.0,455.0,30.3,24.2,45.5,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
22.500832467754478,92.58725172953466,0,background_candidate,sampled background candidate,2804.686279296875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),361.0,32.66889605124068,NASA SRTMGL1 V003 (~30 m),321.0,386.0,294.0,32.1,38.6,29.4,loam,ISRIC SoilGrids 0-5 cm mean
23.938718953850344,92.45006779021908,0,background_candidate,sampled background candidate,2852.986572265625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),285.0,20.70883352595934,NASA SRTMGL1 V003 (~30 m),286.0,336.0,379.0,28.6,33.6,37.9,loam,ISRIC SoilGrids 0-5 cm mean
23.52666667,92.70083333,1,known_landslide,GSI field-validated inventory,2441.229736328125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),784.0,29.737252099565502,NASA SRTMGL1 V003 (~30 m),301.0,312.0,387.0,30.1,31.2,38.7,loam,ISRIC SoilGrids 0-5 cm mean
23.440711,92.864298,1,known_landslide,GSI field-validated inventory,2358.08935546875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),795.0,15.441392386290625,NASA SRTMGL1 V003 (~30 m),327.0,266.0,406.0,32.7,26.6,40.6,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
24.288014,92.946017,1,known_landslide,GSI field-validated inventory,2560.6396484375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),923.0,27.633005045606733,NASA SRTMGL1 V003 (~30 m),335.0,272.0,393.0,33.5,27.2,39.3,loam,ISRIC SoilGrids 0-5 cm mean
24.31221044089744,92.75337836762216,0,background_candidate,sampled background candidate,2833.96533203125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),74.0,12.965176050387509,NASA SRTMGL1 V003 (~30 m),256.0,327.0,417.0,25.6,32.7,41.7,loam,ISRIC SoilGrids 0-5 cm mean
24.58308846815824,93.51360137199214,0,background_candidate,sampled background candidate,2084.6982421875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),823.0,22.095087604554404,NASA SRTMGL1 V003 (~30 m),0.0,0.0,0.0,0.0,0.0,0.0,,ISRIC SoilGrids 0-5 cm mean
22.5,92.74,1,known_landslide,GSI field-validated inventory,2560.674560546875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),531.0,27.142546156735296,NASA SRTMGL1 V003 (~30 m),275.0,378.0,347.0,27.5,37.8,34.7,loam,ISRIC SoilGrids 0-5 cm mean
23.31963308577137,93.1890535997921,0,background_candidate,sampled background candidate,1937.42138671875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),818.0,19.225338232559015,NASA SRTMGL1 V003 (~30 m),310.0,268.0,422.0,31.0,26.8,42.2,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
22.450791246851075,93.16800314112938,0,background_candidate,sampled background candidate,1929.830322265625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),510.0,18.008820208839456,NASA SRTMGL1 V003 (~30 m),296.0,345.0,359.0,29.6,34.5,35.9,loam,ISRIC SoilGrids 0-5 cm mean
23.29749534346754,93.00641076154768,0,background_candidate,sampled background candidate,2055.564453125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),534.0,34.606761136440056,NASA SRTMGL1 V003 (~30 m),310.0,259.0,431.0,31.0,25.9,43.1,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.966917,93.041473,1,known_landslide,GSI field-validated inventory,2207.324951171875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1106.0,39.1722580842964,NASA SRTMGL1 V003 (~30 m),319.0,257.0,424.0,31.9,25.7,42.4,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.017555,92.771515,1,known_landslide,GSI field-validated inventory,2565.613037109375,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),942.0,19.985093553860324,NASA SRTMGL1 V003 (~30 m),336.0,358.0,306.0,33.6,35.8,30.6,loam,ISRIC SoilGrids 0-5 cm mean
23.57833333,92.71222222,1,known_landslide,GSI field-validated inventory,2441.229736328125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),903.0,13.159262369335032,NASA SRTMGL1 V003 (~30 m),294.0,293.0,413.0,29.4,29.3,41.3,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
24.362893299926284,93.60792993045722,0,background_candidate,sampled background candidate,1972.150634765625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),997.0,23.944351563618355,NASA SRTMGL1 V003 (~30 m),0.0,0.0,0.0,0.0,0.0,0.0,,ISRIC SoilGrids 0-5 cm mean
24.18566111,93.53935278,1,known_landslide,GSI field-validated inventory,1770.287841796875,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),673.0,22.985460327653158,NASA SRTMGL1 V003 (~30 m),0.0,0.0,0.0,0.0,0.0,0.0,,ISRIC SoilGrids 0-5 cm mean
23.36556111,93.05125278,1,known_landslide,GSI field-validated inventory,2028.0120849609373,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),696.0,21.53751770406548,NASA SRTMGL1 V003 (~30 m),303.0,277.0,420.0,30.3,27.7,42.0,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
24.03567567448338,92.9776652380122,0,background_candidate,sampled background candidate,2434.90087890625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),445.0,36.73686614523895,NASA SRTMGL1 V003 (~30 m),308.0,241.0,451.0,30.8,24.1,45.1,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.59444444,92.82861111,1,known_landslide,GSI field-validated inventory,2337.252197265625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),615.0,31.741746788614797,NASA SRTMGL1 V003 (~30 m),313.0,232.0,455.0,31.3,23.2,45.5,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.52006539092965,92.81844558947448,0,background_candidate,sampled background candidate,2337.252197265625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),956.0,20.91702433786904,NASA SRTMGL1 V003 (~30 m),321.0,274.0,406.0,32.1,27.4,40.6,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
23.88,92.69,1,known_landslide,GSI field-validated inventory,2689.406494140625,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),609.0,23.136890810970414,NASA SRTMGL1 V003 (~30 m),307.0,309.0,384.0,30.7,30.9,38.4,loam,ISRIC SoilGrids 0-5 cm mean
22.87056,92.822105,1,known_landslide,GSI field-validated inventory,2414.237548828125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),954.0,22.806811486673805,NASA SRTMGL1 V003 (~30 m),273.0,367.0,360.0,27.3,36.7,36.0,loam,ISRIC SoilGrids 0-5 cm mean
23.950195,93.125061,1,known_landslide,GSI field-validated inventory,2111.854736328125,NASA IMERG Final V07B Grand Climatology (2000-06 to 2023-05),1429.0,12.020509869660016,NASA SRTMGL1 V003 (~30 m),343.0,256.0,401.0,34.3,25.6,40.1,silty_clay_loam,ISRIC SoilGrids 0-5 cm mean
